@relation sat-problems

@attribute domain {termes, spider, grounded-strips-spider, snake, settlers, grounded-strips-settlers, organic-synthesis, nurikabe, organic-synthesis-split, grounded-strips-nurikabe, flashfill, grounded-strips-flashfill, data-network, caldera, grounded-strips-caldera, caldera-split, grounded-strips-caldera-split, agricola , '?'}
@attribute task_name string
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute axioms numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute implied_effects_removed numeric
@attribute effect_conditions_simplified numeric
@attribute implied_preconditions_added numeric
@attribute translator_variables numeric
@attribute translator_derived_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute weVaRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute no numeric
@attribute file string
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_max numeric
@attribute h_ff numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Blind numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute allpairsvaluesconnected numeric
@attribute allvaluesconnectedgoal numeric
@attribute blackstronglpyarents numeric
@attribute Maximaleffectsblack  numeric
@attribute Hred-black numeric
@attribute planner {mercury,siw,jasper,bfs-f,arvand,lamar,fd-autotune-1,fd-autotune-2,fdss-2,lama-2008,lama-2011,lpg,madagascar,madagascar-p,probe,yahsp2-mt}
@attribute class {True,False}

@data
organic-synthesis-split,p5arommodi2,3,34,68,1237,1,132,22,1252,0,1,6310,333206,504167,837373,1319415,0,493159,0,5932,0,11864,0,0,317278,2205565,5750,16, 535459, 2266534, 0.0107385, 4.23288, 394.18, 0.00278261, 1292, 91.0007, 133.897, 2786, 91.0007, 140.446, 41594, 394.18, 904.07,29226, 384.917, 1271.46, 934, 0.33113, 12.9031, 29226, 5.27304, 385.404, 41594, 7.51043, 548.519, 29226, 5.27304,385.404,11500, 863735, 2982345, 0.289616, 0.0133143, 1, 4330, 75.1074, 1.60202, 4330, 75.1074, 1.60202, 19186, 261.113,21.6503, 19186,261.113, 1.60202,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,3366,1,16,3366,180,2,3,52,50,50,126,2.52,4,15,31,2.52,4,1.73205,2.52,34,6.32456,?,?,?,?,?,?,?,182,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p2_hosts_trial_5,2,1,0,173,1,14,3,223,0,1,1277,382,0,382,1146,0,336,0,162,0,329,1,7,211,2977,126,3, 1913, 6019, 0.0658651, 3.14637, 47.7698, 0.0238095, 122, 12.8651, 17.3152, 52, 12.8651, 7.96854, 1017, 47.7698, 119.779,399, 40.0952, 44.921, 122, 1.93651, 14.7092, 399, 4.03968, 36.3943, 1017, 14.4524, 113.656, 399, 4.03968,36.3943,257, 891, 5241, 0.170006, 0.28844, 1, 68, 3.30045, 2.07669, 68, 3.30045, 2.07669, 305, 12.568,9.30468, 305,12.568, 2.07669,  1, /home/isabel/ipc2018/opt/caldera-split/p03.pddl, 150, 153, 17, 22, 1.294118, -7, 0.453333, 2.034983, 1, 5.000000, 4.000000, 1.073446, 1.079096, 523,227789,1,57,226222,34,1,15,19,17,64,522,8.15625,23,1,40,8.15625,24,6.85565,8.15625,43,12.2066,?,?,?,?,?,?,?,28,fdss-2, True
grounded-strips-spider,grounded-strips-spider-2-2-6-4-2-1000,2,1,0,762,1,93,30,12077,0,1,67045,12839,0,12839,67137,0,29946,0,735,0,1473,68,139,12033,195108,733,30, 47646, 726228, 0.0153843, 15.2422, 990.761, 0.0409277, 732, 64.9686, 86.7989, 671, 64.9686, 69.7604, 82303, 990.761, 5551.6,69692, 990.663, 4210.28, 432, 5.73943, 38.7932, 6920, 42.8322, 511.322, 6855, 101.88, 636.994, 6920, 42.8322,511.322,1467, 82475, 808631, 0.101993, 0.0177872, 1, 5513, 56.2581, 4.83199, 5513, 55.7588, 4.85044, 52912, 513.618,35.6682, 52912,510.122, 4.85044,  1, /home/isabel/ipc2018/opt/spider/p10.pddl, 761, 12077, 15, 97, 6.466667, -32, 0.077530, 2.349945, -2, 1.366667, 0.795124, 43.799202, 50.008778, 2949,2302,1,223,2270,101,30,93,36,15,273,2063,7.55678,138,32,103,7.55678,127,19.0788,7.55678,48,10.1489,?,?,?,?,?,?,?,101,fdss-2, True
grounded-strips-settlers,grounded-strips-popt-small-04-veryeasy,2,1,0,1601,1,558,5,14104,0,1,42467,15705,0,15705,43025,0,21295,0,1467,0,3029,152,414,14104,103853,1391,5, 38565, 267672, 0.036069, 6.9408, 192.431, 0.00359454, 363, 27.1308, 48.0055, 461, 27.1308, 53.9228, 7037, 192.431, 858.93,7940, 191.399, 981.112, 363, 0.282531, 9.74012, 7827, 5.63839, 209.785, 702, 0.537743, 18.8291, 7827, 5.63839,209.785,2867, 48894, 314860, 0.155288, 0.0586371, 1, 457, 17.026, 0.375104, 454, 16.93, 0.334915, 1467, 57.585,2.57214, 1461,57.3931, 0.334915,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,56,1,11,56,31,4,11,27,9,35,64,1.82857,22,4,9,1.82857,9,2,1.82857,12,3,?,?,?,?,?,?,?,31,fdss-2, True
snake,snake-empty-6x6-1-5-12-11355,2,1,37,9,0,143,17,3,0,0,32,15606,1049,16655,77599,0,28963,0,176,0,431,3,85,15141,173246,176,17, 28037, 340346, 0.00627742, 12.1392, 1933.78, 0.0965909, 175, 159.301, 7.39819, 175, 159.301, 45.1907, 74851, 1933.78, 7677.72,52263, 1933.78, 5373.3, 171, 16.4489, 50.3051, 356, 26.5057, 87.4269, 3108, 251.545, 795.131, 356, 26.5057,87.4269,431, 89992, 430338, 0.209119, 0.00478931, 1, 7616, 174.754, 2.96051, 7616, 174.754, 2.96051, 37640, 823.57,12.4791, 37640,823.57, 2.96051,  1, /home/isabel/ipc2018/opt/snake/p11.pddl, 311, 15141, 7, 15, 2.142857, -10, 0.019293, 1.402667, -5, 0.000000, 1.328422, 9.895978, 11.893600, 356,25,1,25,25,14,5,8,7,7,36,39,1.08333,17,17,2,1.08333,5,1.41421,1.08333,9,2.44949,?,?,?,?,?,?,?,12,fdss-2, True
nurikabe,random-7x7-81,2,4,62,13,0,231,8,4,0,0,39,4105,1478,5583,49267,0,3420,0,250,0,565,10,85,3311,56697,250,8, 3883, 131417, 0.0643832, 33.8442, 525.668, 0.032, 248, 15.532, 31.0763, 106, 15.532, 16.7349, 26262, 525.668, 2246.9,12800, 525.668, 944.176, 0, 0, 0, 2, 0.064, 0.352, 0, 0, 0, 2, 0.064,0.352,563, 26289, 157706, 0.166696, 0.0214158, 1, 3258, -9000, 0.0314963, 3265, -9000, 0.0314963, 20316, -9000,0.220474, 20330,-9000, 0.0314963,  1, /home/isabel/ipc2018/opt/nurikabe/p10.pddl, 1049, 3311, 14, 50, 3.571429, -8, 0.000000, 0.622122, 0, 0.000000, 0.000000, 2.523356, 2.060710, 112,?,?,?,?,?,?,?,?,?,77,202,2.62338,33,8,36,2.62338,32,3.87298,2.62338,13,3,?,?,?,?,?,?,?, ?,fdss-2, True
termes,termes-00072-0048-4x3x4-random_towers_4x3_4_1_12,2,3,17,7,0,52,13,7,0,0,52,880,2774,3654,4445,0,125,0,13,0,69,12,67,608,3641,13,12, 73, 2110, 0.178082, 28.9041, 162.308, 0.923077, 12, 5.61538, 2.61765, 12, 5.61538, 2.61765, 462, 162.308, 97.1053,740, 162.308, 235.642, 11, 4.69231, 2.29999, 686, 105.385, 169.24, 230, 126.769, 57.3064, 686, 105.385,169.24,69, 832, 2930, 0.283959, 0.0829327, 1, 52, 8.44872, 1.6641, 52, 8.44872, 1.6641, 156, 25.2692,4.9923, 156,25.2692, 1.6641,  1, /home/isabel/ipc2018/opt/termes/p03.pddl, 69, 608, 5, 14, 2.800000, -9, 0.000000, 1.597099, -1, 0.583333, 2.596740, 4.340461, 4.467105, 73,44,1,5,29,16,1,10,8,5,23,35,1.52174,5,11,7,1.52174,7,1.73205,1.52174,12,2.82843,1,0,13,0,0,0,0,16,fdss-2, True
organic-synthesis-split,alkene_p01,3,34,44,194,1,84,33,184,0,1,985,30195,50940,81135,128547,0,47456,0,1776,0,3552,0,0,27326,201599,1601,5, 63021, 210371, 0.0254042, 3.33811, 131.4, 0.00312305, 558, 37.055, 50.2589, 566, 37.055, 55.5356, 3332, 131.4, 240.195,5301, 126.024, 304.862, 51, 0.0468457, 1.3425, 5301, 3.38601, 132.449, 3332, 2.11118, 83.2515, 5301, 3.38601,132.449,3202, 73427, 246335, 0.298078, 0.0436079, 1, 1407, 22.9316, 0, 1407, 22.9316, 0, 5585, 73.738,0.0374649, 5585,73.738, 0,  1, /home/isabel/ipc2018/opt/organic-synthesis-split/p12.pddl, 1776, 27326, 10, 24, 2.400000, -3, 0.014077, 0.190790, -3, 0.200000, 1.600000, 3.209764, 0.113335, 70,208,1,24,208,28,4,4,12,10,9,8,0.888889,5,4,0,0.888889,4,1,0.888889,2,0,?,?,?,?,?,?,?,28,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p6_hosts_trial_6,2,1,0,764,1,34,7,4114,0,1,18777,4788,0,4788,17802,0,9360,0,751,0,1502,0,0,4030,52401,636,7, 14204, 127737, 0.0447761, 8.99303, 200.844, 0.0110063, 632, 19.3129, 40.1155, 340, 19.3129, 26.9516, 19450, 200.844, 891.893,7348, 181.956, 615.48, 632, 1.26415, 25.4417, 7348, 14.2579, 298.634, 19450, 36.5047, 783.512, 7348, 14.2579,298.634,1272, 15636, 94809, 0.164921, 0.0813507, 1, 790, 12.2925, 0.692829, 790, 12.2925, 0.692829, 3943, 61.4827,22.1705, 3943,61.4827, 0.692829,  1, /home/isabel/ipc2018/opt/caldera-split/p18.pddl, 489, 3112, 17, 37, 2.176471, -15, 0.165644, 1.712210, 0, 2.500000, 5.590170, 0.679814, 0.953016, 1164,1138969,1,107,1138969,61,5,40,24,17,83,560,6.74699,29,5,49,6.74699,44,9.32738,6.74699,37,9.48683,?,?,?,?,?,?,?,55,fdss-2, True
organic-synthesis,alkene_p18,4,34,38,5,0,74,50,12,0,0,277,88083,14492,102575,506985,0,79360,0,86,0,172,0,0,19840,292534,65,4, 2693, 864304, 0.0241367, 320.945, 13297, 0.0615385, 63, 32.8308, 20.3671, 58, 32.8308, 10.7368, 43848, 13297, 8697.68,41720, 10705, 12343, 63, 1.93846, 10.8796, 4608, 214.154, 858.777, 13112, 383.508, 2155.43, 4608, 214.154,858.777,130, 11944, 65304, 0.182898, 0.0108841, 1, 560, 91.8769, 1.95402, 560, 91.8769, 1.95402, 3116, 457.046,7.8161, 3116,457.046, 1.95402,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,4,1,4,4,2,2,3,2,2,11,16,1.45455,7,3,1,1.45455,3,1,1.45455,6,2.23607,?,?,?,?,?,?,?,2,fdss-2, True
grounded-strips-spider,grounded-strips-spider-2-2-3-3-2-700,2,1,0,325,1,48,17,2884,0,1,15762,3209,0,3209,15809,0,7141,0,306,0,615,44,91,2851,46092,304,17, 14115, 165733, 0.0215374, 11.7416, 545.174, 0.0559211, 303, 46.3586, 50.6928, 268, 46.3586, 35.7444, 19028, 545.174, 2016.13,15165, 544.997, 1423.31, 173, 4.47697, 23.8788, 2316, 29.602, 232.826, 2542, 59.1908, 330.629, 2316, 29.602,232.826,609, 19173, 184852, 0.103721, 0.0317634, 1, 1075, 31.5334, 5.05913, 1075, 31.0351, 5.08771, 9030, 274.466,44.0173, 9030,270.978, 5.08771,  1, /home/isabel/ipc2018/opt/spider/p07.pddl, 324, 2884, 11, 42, 3.818182, -12, 0.095679, 1.758607, 1, 1.411765, 0.492153, 26.173716, 19.741678, 780,599,1,104,596,42,17,45,23,11,130,790,6.07692,66,19,45,6.07692,58,11.4455,6.07692,35,8.30662,?,?,?,?,?,?,?,42,fdss-2, True
grounded-strips-settlers,grounded-strips-popt-tiny-06-veryeasy,2,1,0,1422,1,554,7,10128,0,1,30519,11550,0,11550,31073,0,15164,0,1324,0,2721,83,250,10128,75242,1261,7, 29738, 239356, 0.0424037, 8.04883, 189.814, 0.00555115, 209, 23.1459, 43.4669, 313, 23.1459, 42.0364, 5058, 189.814, 748.151,5547, 189.083, 825.835, 200, 0.195876, 5.66516, 5472, 4.35686, 154.034, 356, 0.331483, 10.0558, 5472, 4.35686,154.034,2591, 35076, 273402, 0.128295, 0.0738682, 1, 256, 13.6165, 0.393936, 255, 13.5765, 0.379867, 803, 40.9663,2.15258, 801,40.8862, 0.379867,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,81,1,15,264,42,6,15,36,9,42,72,1.71429,26,6,10,1.71429,12,2,1.71429,11,2.64575,?,?,?,?,?,?,?,44,fdss-2, True
caldera,p6_hosts_trial_6,4,19,129,31,0,106,5,8,0,0,285,48070,7405,55475,437528,0,0,0,385,0,770,0,0,19105,489003,289,5, 30187, 2076813, 0.00957366, 68.7983, 7186.2, 0.017301, 287, 94.0554, 74.3443, 180, 94.0554, 48.0581, 76499, 7186.2, 9659.86,23130, 6489.07, 8348.41, 210, 3.63322, 27.382, 3882, 67.1626, 506.176, 2888, 49.9654, 376.568, 3882, 67.1626,506.176,578, 51864, 835515, 0.0620743, 0.0111445, 1, 1080, 89.7301, 0.17586, 1080, 89.7301, 0.17586, 14394, 971.19,0.35172, 14394,971.19, 0.17586,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,?,?,?,?,?,?,?,?,?,77,347,4.50649,37,5,35,4.50649,38,6.7082,4.50649,33,7.87401,?,?,?,?,?,?,?, ?,fdss-2, True
grounded-strips-spider,grounded-strips-spider-2-2-5-4-2-900,2,1,0,639,1,77,26,9475,0,1,51298,10114,0,10114,51374,0,23377,0,614,0,1231,66,135,9423,149758,612,26, 37498, 543926, 0.0163209, 14.5055, 888.768, 0.0424837, 611, 61.232, 77.7035, 558, 61.232, 60.9555, 62806, 888.768, 4587.4,50250, 888.65, 3335.59, 359, 5.05719, 34.4709, 5652, 44.098, 459.657, 4672, 81.4346, 500.974, 5652, 44.098,459.657,1225, 63114, 606968, 0.103982, 0.0194093, 1, 3841, 51.5632, 9.22147, 3841, 51.064, 9.24165, 36782, 468.571,80.6122, 36782,465.077, 9.24165,  1, /home/isabel/ipc2018/opt/spider/p09.pddl, 638, 9475, 13, 86, 6.615385, -28, 0.092476, 2.448064, -1, 1.423077, 0.742816, 41.890026, 50.024693, 2609,1516,1,194,1482,84,26,79,34,13,230,1454,6.32174,116,28,86,6.32174,106,15.4272,6.32174,36,8.544,?,?,?,?,?,?,?,84,fdss-2, True
grounded-strips-nurikabe,grounded-strips-random-6x6-72,2,1,0,1956,1,322,8,13382,0,1,36777,13324,0,13324,33398,0,12723,0,1305,0,2632,1978,4696,9071,71414,1214,8, 25969, 90530, 0.046748, 3.48608, 74.5717, 0.00658979, 1067, 19.1697, 62.3517, 1089, 19.1697, 62.4074, 5939, 74.5717, 329.129,9506, 69.383, 465.512, 1067, 0.886326, 30.6111, 9506, 7.85255, 272.715, 5939, 4.90445, 170.382, 9506, 7.85255,272.715,2449, 25946, 110075, 0.235712, 0.0943883, 1, 1828, 10.3307, 0.0143385, 1696, 10.2203, 0.0143385, 5626, 45.878,0.0716923, 5626,45.6573, 0.0143385,  1, /home/isabel/ipc2018/opt/nurikabe/p08.pddl, 694, 1499, 14, 38, 2.714286, -5, 0.000000, 0.592946, 0, 0.000000, 0.000000, 2.968668, 1.886039, 140,?,?,?,?,?,?,?,?,?,63,162,2.57143,28,7,28,2.57143,28,3.74166,2.57143,13,3,?,?,?,?,?,?,?, ?,fdss-2, True
data-network,p10-3-20-ring-network-19,5,5,54,10,4,462,3,5,0,1,61,4651,8846,13497,20957,0,514,0,143,0,343,7,71,4118,25580,143,3, 979, 17294, 0.146067, 17.665, 120.937, 0.020979, 20, 6.84615, 4.88942, 79, 6.84615, 11.468, 1424, 120.937, 160.732,2980, 120.937, 309.229, 2, 0.041958, 0.286628, 1, 0.020979, 0.143314, 28, 0.34965, 2.6583, 1, 0.020979,0.143314,343, 7794, 24236, 0.321588, 0.0440082, 1, 1095, 16.2587, 0.0415197, 1095, 16.2587, 0.0415197, 3384, 36.0191,0.0830394, 3384,36.0191, 0.0415197,  1, /home/isabel/ipc2018/opt/data-network/p20.pddl, 277, 4122, 5, 21, 4.200000, -5, 0.010830, 0.703184, 1, 1.000000, 0.000000, 11.239690, 7.876031, 67,24,1,6,24,18,3,6,10,5,18,27,1.5,11,3,4,1.5,4,0,1.5,7,2,4,0,143,0,0,0,1,18,fdss-2, True
data-network,p5-3-10-tiny-network-0,5,5,35,10,4,144,1,5,0,1,61,960,2716,3676,4884,0,121,0,31,0,91,3,35,700,4438,31,1, 133, 2999, 0.233083, 22.5489, 96.7419, 0.0322581, 9, 4.29032, 2.20254, 19, 4.29032, 4.45185, 407, 96.7419, 93.3184,874, 96.7419, 171.113, 2, 0.0645161, 0.353369, 1, 0.0322581, 0.176685, 10, 0.322581, 1.76685, 1, 0.0322581,0.176685,91, 1133, 3404, 0.332844, 0.0803177, 1, 206, 10.6807, 0.0869058, 195, 10.6807, 0.0869058, 631, 26.1239,0.173812, 589,26.1239, 0.0869058,  1, /home/isabel/ipc2018/opt/data-network/p01.pddl, 78, 702, 6, 7, 1.166667, -4, 0.012821, 0.706991, 1, 1.000000, 0.000000, 3.175214, 1.962963, 22,8,1,2,8,7,1,2,6,6,11,20,1.81818,7,1,3,1.81818,3,0,1.81818,10,3,2,0,31,0,0,0,1,7,fdss-2, True
grounded-strips-settlers,grounded-strips-popt-tiny-04-veryeasy,2,1,0,1134,1,416,5,7846,0,1,23673,8980,0,8980,24089,0,11826,0,1051,0,2160,80,220,7846,58487,988,5, 22661, 150920, 0.0435991, 6.6599, 152.753, 0.00506073, 200, 22.3785, 38.3494, 301, 22.3785, 38.7707, 3917, 152.753, 570.826,4406, 151.838, 649.458, 200, 0.232794, 6.3829, 4331, 4.39777, 137.717, 356, 0.40081, 11.3431, 4331, 4.39777,137.717,2030, 27183, 177091, 0.153497, 0.074679, 1, 258, 13.498, 0.492622, 257, 13.4529, 0.476731, 811, 41.4814,2.70147, 809,41.3913, 0.476731,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,48,1,10,148,30,4,11,19,9,31,47,1.51613,20,4,7,1.51613,7,1.41421,1.51613,11,2.64575,?,?,?,?,?,?,?,28,fdss-2, True
snake,snake-empty-5x5-1-5-17-11199,2,1,26,9,0,108,22,3,0,0,32,8023,818,8841,40505,0,13677,0,130,0,322,3,68,7678,90004,130,22, 14615, 184759, 0.00889497, 12.6417, 1421.22, 0.169231, 129, 112.423, 8.72297, 129, 112.423, 36.234, 37714, 1421.22, 4245.3,28714, 1421.22, 3267.63, 125, 21.0231, 46.58, 472, 63.7769, 147.593, 2248, 306.877, 697.182, 472, 63.7769,147.593,322, 45392, 230151, 0.197227, 0.00709376, 1, 4123, 120.644, 2.39336, 4123, 120.644, 2.39336, 23380, 596.036,11.6187, 23380,596.036, 2.39336,  1, /home/isabel/ipc2018/opt/snake/p03.pddl, 242, 7678, 6, 10, 1.666667, -5, 0.020661, 1.061919, -5, 0.000000, 1.167748, 6.334983, 5.873535, 137,22,1,22,22,11,5,8,6,6,40,52,1.3,18,21,1,1.3,6,1.73205,1.3,10,3,?,?,?,?,?,?,?,12,fdss-2, True
nurikabe,random-8x8-83,2,4,80,13,0,305,8,4,0,0,39,7566,2002,9568,112892,0,11760,0,431,0,951,10,109,6252,133649,431,8, 6439, 319478, 0.0669359, 49.6161, 741.248, 0.0185615, 426, 14.9397, 39.0853, 134, 14.9397, 16.7752, 60774, 741.248, 4066.44,24416, 741.248, 1441.04, 0, 0, 0, 2, 0.037123, 0.26994, 0, 0, 0, 2, 0.037123,0.26994,943, 60810, 380288, 0.159905, 0.0155073, 1, 6181, -9000, 0.0240283, 6188, -9000, 0.0240283, 39917, -9000,0.168198, 39931,-9000, 0.0240283,  1, /home/isabel/ipc2018/opt/nurikabe/p11.pddl, 1407, 6252, 19, 57, 3.000000, -4, 0.000000, 0.515571, 0, 0.000000, 0.000000, 4.673847, 1.637963, 244,?,?,?,?,?,?,?,?,?,82,268,3.26829,30,8,44,3.26829,32,4.47214,3.26829,16,3.4641,?,?,?,?,?,?,?, ?,fdss-2, True
organic-synthesis-split,mit_p03,3,34,23,1237,1,40,31,1252,0,1,6310,30513,44811,75324,114412,0,41584,0,1010,0,2020,0,0,25357,173780,948,31, 38738, 165110, 0.0244721, 4.26222, 174.167, 0.0327004, 216, 39.4399, 42.024, 287, 39.4399, 27.6105, 2297, 174.167, 210.368,2100, 161.33, 288.587, 170, 1.52004, 10.805, 1354, 2.79852, 44.7468, 2297, 4.59177, 76.6675, 1354, 2.79852,44.7468,1896, 60342, 204052, 0.295719, 0.0314209, 1, 462, 31.8259, 0.940883, 462, 31.8259, 0.940883, 1598, 108.849,2.6442, 1598,108.849, 0.940883,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,2166,1,32,2166,71,4,45,35,26,118,804,6.81356,48,29,41,6.81356,30,9.27362,6.81356,47,12.6886,?,?,?,?,?,?,?,68,fdss-2, True
data-network,p6-3-11-tiny-network-1,5,5,37,10,4,172,1,5,0,1,61,1195,3130,4325,5899,0,159,0,36,0,101,3,35,905,5702,36,1, 156, 3863, 0.230769, 24.7628, 107.306, 0.0277778, 9, 4.33333, 2.17307, 23, 4.33333, 5.00555, 508, 107.306, 104.21,1084, 107.306, 205.261, 2, 0.0555556, 0.328671, 1, 0.0277778, 0.164336, 32, 0.888889, 5.25874, 1, 0.0277778,0.164336,101, 1553, 4740, 0.327637, 0.0650354, 1, 326, 12.616, 0.0810185, 326, 12.616, 0.0810185, 995, 29.3233,0.162037, 995,29.3233, 0.0810185,  1, /home/isabel/ipc2018/opt/data-network/p02.pddl, 86, 908, 5, 6, 1.200000, -4, 0.011628, 0.655818, 1, 1.000000, 0.000000, 3.166300, 1.615639, 22,7,1,2,7,7,1,2,5,5,6,8,1.33333,4,1,1,1.33333,2,0,1.33333,5,1.73205,3,0,36,0,0,0,1,7,fdss-2, True
caldera,p5_hosts_trial_12,4,19,153,31,0,160,4,8,0,0,285,53065,8858,61923,505337,0,0,0,351,0,702,0,0,7946,201107,236,4, 20869, 843490, 0.0113086, 40.4183, 3574.11, 0.0169492, 234, 74.928, 57.4677, 135, 74.928, 37.8037, 32354, 3574.11, 4149.63,10940, 3207.16, 3961.76, 167, 2.80508, 21.3656, 2205, 37.3729, 284.623, 1667, 28.2542, 215.178, 2205, 37.3729,284.623,472, 21642, 344539, 0.0628144, 0.0218094, 1, 500, 45.8517, 0.162047, 500, 45.8517, 0.162047, 5722, 405.411,0.324093, 5722,405.411, 0.162047,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,?,?,?,?,?,?,?,?,?,80,314,3.925,38,4,38,3.925,40,6.32456,3.925,29,7.14143,?,?,?,?,?,?,?, ?,fdss-2, True
grounded-strips-settlers,grounded-strips-popt-tiny-05-veryeasy,2,1,0,1366,1,527,6,9718,0,1,29289,11084,0,11084,29816,0,14549,0,1268,0,2609,83,250,9718,72203,1205,6, 28417, 221916, 0.0424042, 7.80927, 184.163, 0.00497925, 207, 23.1253, 42.6694, 311, 23.1253, 41.5925, 4853, 184.163, 717.296,5342, 183.398, 795.382, 200, 0.193361, 5.78149, 5267, 4.38423, 151.666, 356, 0.33112, 10.2725, 5267, 4.38423,151.666,2479, 33641, 254527, 0.132171, 0.0736898, 1, 254, 13.4929, 0.402971, 252, 13.4107, 0.374187, 796, 41.3881,2.15877, 792,41.2238, 0.374187,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,58,1,11,161,32,5,11,26,8,32,50,1.5625,20,5,7,1.5625,9,1.41421,1.5625,9,2.44949,?,?,?,?,?,?,?,32,fdss-2, True
organic-synthesis-split,alkene_p09,3,34,39,194,1,72,45,184,0,1,985,26001,42176,68177,109554,0,43312,0,1485,0,2970,0,0,23534,176410,1382,9, 51276, 187138, 0.0269522, 3.64962, 135.411, 0.0065123, 503, 35.8864, 51.7079, 473, 35.8864, 47.5874, 2976, 135.411, 230.174,5810, 133.402, 304.905, 51, 0.174385, 2.57492, 5810, 4.41317, 156.257, 2262, 1.85311, 60.9217, 5810, 4.41317,156.257,2764, 66667, 224545, 0.296898, 0.0414598, 1, 1127, 24.1198, 0, 1127, 24.1198, 0, 3924, 82.3603,0, 3924,82.3603, 0,  1, /home/isabel/ipc2018/opt/organic-synthesis-split/p11.pddl, 1485, 23534, 11, 51, 4.636364, -9, 0.028956, 0.382931, -9, -0.111111, 3.212629, 6.861562, 0.663891, 162,282,1,32,282,48,6,7,17,11,16,20,1.25,8,6,2,1.25,6,1.41421,1.25,5,1.41421,?,?,?,?,?,?,?,47,fdss-2, True
