domain, requirements, types, objects, predicates, functions, init, goal, actions, use_min_cost_metric, generated_rules, relevant_atoms, auxiliary_atoms, final_queue_length, total_queue_pushes, effect_conditions_simplified, translator_variables, translator_facts, translator_mutex_groups, translator_total_mutex_groups_size, translator_operators, translator_task_size, numberVariablesCG, highLevelVariablesCG, totalEdgesCG, totalWeightCG, veRatio, weRatio, wvRatio, hvRatio, inputEdgeCGMax, inputEdgeCGAvg, inputEdgeCGStd, outputEdgeCGMax, outputEdgeCGAvg, outputEdgeCGStd, inputWeightCGMax, inputWeightCGAvg, inputWeightCGStd, outputWeightCGMax, outputWeightCGAvg, outputWeightCGStd, inputEdgeHVMax, inputEdgeHVAvg, inputEdgeHVStd, outputEdgeHVMax, outputEdgeHVAvg, outputEdgeHVStd, inputWeightHVMax, inputWeightHVAvg, inputWeightHVStd, outputWeightHVMax, outputWeightHVAvg, outputWeightHVStd, numberVariablesDTG, totalEdgesDTG, totalWeigthDTG, edVaRatioDTG, weEdRatioDTG, inputEdgeDTGMax, inputEdgeDTGAvg, inputEdgeDTGStd, outputEdgeDTGMax, outputEdgeDTGAvg, outputEdgeDTGStd, inputWeightDTGMax, inputWeightDTGAvg, inputWeightDTGStd, outputWeightDTGMax, outputWeightDTGAvg, outputWeightDTGStd, num_relevant_facts, num_actions, h_max, h_ff, h_ff_ratio, rp_fact_balance_min, rp_fact_balance_avg, rp_fact_balance_var, rp_goal_balance_min, rp_goal_balance_avg, rp_goal_balance_var, balance_Ratio, Unbalance_Ratio, Balance_Distorsion, Additive, Causal_graph, Context-enhanced_additive, FF, Goal_count, Landmark_count, Landmark-cut, Max, n_landmarks, numberEdges, edVaratioLand, numberFatherNodes, numberChildrenNodes, nodosbetween, avginput, maxinput, stdinput, avgoutput, maxoutput, stdoutput, blackVariables, blackRootVariables, redBlackVariables, allpairsvaluesconnected, allvaluesconnectedgoal, blackstronglpyarents, Maximaleffectsblack, Hred-black
grounded-strips-caldera-split,2,1,0,573,1,76,5,2825,1,14250,2992,0,2992,10710,6115,455,910,0,0,2480,31757,369,5,9201,84384,0.040104,9.17118,228.683,0.01355,353,21.813,30.431,144,21.813,19.5703,12253,228.683,758.617,4946,209.114,510.784,353,1.34688,19.2005,4946,15.7344,260.405,12253,37.5962,641.782,4946,15.7344,260.405,738,10672,72453,0.147295,0.069153,625,14.4607,0.545127,625,14.4607,0.545127,2634,57.5569,8.59224,2634,57.5569,0.545127,412,1797,17,32,1.882353,-15,0.186893,1.793062,0,3.75,6.495191,0.326379,0.541493,1181,683373,87,683373,51,3,20,21,17,67,530,7.91045,22,6,39,7.91045,30,8.24621,7.91045,37,11.1803,?,?,?,?,?,?,?,62
spider,4,6,42,22,1,256,40,16,1,129,40429,34844,75273,256535,51378,630,1903,73,1383,37795,555879,628,40,62498,1832778,0.010048,29.3254,2918.44,0.063694,627,99.3885,107.189,519,99.3885,91.7676,219655,2918.44,15557.9,177648,2917.75,11046,500,15.1736,75.8824,13500,411.204,2016.34,12589,346.796,1860.04,13500,411.204,2016.34,1899,264605,2575103,0.102755,0.007177,11079,159.232,50.8612,11079,158.762,50.8571,61204,1300.84,316.233,61204,1297.55,50.8571,1323,38741,21,124,5.904762,-34,0.07483,2.144724,-2,1.05,0.630476,41.727318,59.956429,8351,12694,335,12083,119,40,162,56,21,363,5885,16.2121,189,5,169,16.2121,174,25.807,16.2121,140,27.4955,?,?,?,?,?,?,?,119
data-network,5,5,162,10,4,1087,16,5,1,61,20271,32738,53009,87217,2391,634,1325,7,71,18789,115906,634,16,4943,78323,0.128262,15.8452,123.538,0.025237,46,7.79653,7.09387,367,7.79653,26.2541,6538,123.538,328.737,13686,123.538,678.281,2,0.050473,0.313686,1,0.025237,0.156843,32,0.37224,2.51687,1,0.025237,0.156843,1325,36427,113058,0.322197,0.036374,5359,17.1177,0.019826,5359,17.1177,0.019826,16727,36.1987,0.039652,16727,36.1987,0.019826,?,?,?,?,?,?,?,?,?,?,?,?,?,?,146,32,146,102,16,32,43,6,71,104,1.46479,39,16,16,1.46479,10,1.73205,1.46479,5,1.41421,17,0,634,0,0,0,1,102
data-network,5,5,161,10,4,739,13,5,1,61,9370,19326,28696,43704,1148,280,596,4,44,8296,52354,280,13,1908,36870,0.146751,19.3239,131.679,0.046429,36,6.81429,6.1622,177,6.81429,17.0977,3960,131.679,288.361,8816,131.679,618.674,2,0.092857,0.420823,1,0.046429,0.210411,30,1.01429,4.88728,1,0.046429,0.210411,596,15876,51338,0.309245,0.037541,3128,16.7044,0.029774,3128,16.7044,0.029774,10319,35.9198,0.059548,10319,35.9198,0.029774,?,?,?,?,?,?,?,?,?,?,?,?,?,?,99,26,99,61,13,26,33,5,57,87,1.52632,30,13,14,1.52632,18,2.44949,1.52632,7,1.73205,12,0,280,0,0,0,1,62
grounded-strips-spider,2,1,0,762,1,93,30,12089,1,67145,12851,0,12851,67237,29978,735,1473,68,139,12045,195380,733,30,47727,727580,0.015358,15.2446,992.606,0.040928,732,65.0791,86.8299,670,65.0791,69.7667,82427,992.606,5562,69868,992.508,4220.83,432,5.74625,38.878,6920,42.7885,511.313,9051,103.67,662.721,6920,42.7885,511.313,1467,82595,810103,0.101956,0.017761,5529,56.3399,4.94265,5529,55.8406,4.96109,53064,514.935,37.2728,53064,511.44,4.96109,761,12089,13,105,8.076923,-31,0.080158,2.277153,0,1.466667,0.561743,47.404003,45.9119,2049,2110,238,2078,105,30,89,39,13,267,1794,6.7191,135,33,99,6.7191,124,17.4069,6.7191,39,9,?,?,?,?,?,?,?,105
caldera,4,19,267,31,0,346,8,8,0,285,1519145,54697,1573842,14469899,0,835,1670,0,0,191962,5087670,580,8,112944,23083939,0.005135,204.384,39799.9,0.013793,578,173.205,143.098,351,173.205,94.305,973034,39799.9,73717,213750,35507.2,61609,411,5.54483,46.8911,26874,324.341,2826.4,15251,202.538,1713.05,26874,324.341,2826.4,1160,435762,7211409,0.060427,0.002662,5832,375.657,0.37306,5832,375.657,0.37306,82568,4472.64,0.766846,82568,4472.64,0.37306,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,374,4.15556,44,8,38,4.15556,44,8.66025,4.15556,22,5.83095,?,?,?,?,?,?,?,?
caldera-split,2,19,300,56,1,372,12,21,1,359,92850,66908,159758,3060096,3744,1243,2653,29,997,86642,1091178,947,12,22854,2172573,0.041437,95.0631,2294.16,0.012672,946,17.2693,67.1265,777,17.2693,44.9017,327054,2294.16,20586.1,472672,2212.55,26212.5,946,1.20803,30.7783,472672,499.242,15351.7,327054,345.974,10622.2,472672,499.242,15351.7,2061,400080,2362828,0.169323,0.005151,50067,44.0823,175.772,44700,44.0823,170.095,320913,274.202,1084.25,266873,274.202,170.095,2052,98797,17,66,3.882353,-30,0.042885,1.510558,0,2.666667,8.844333,0.016023,0.182929,2875,?,?,?,?,?,?,?,?,100,604,6.04,35,11,54,6.04,54,10.3923,6.04,28,8.3666,?,?,?,?,?,?,?,?
grounded-strips-caldera-split,2,1,0,1135,1,160,7,10861,1,47711,9729,0,9729,33095,22191,842,1684,0,0,8754,108805,709,7,20098,295445,0.035277,14.7002,416.707,0.009873,685,25.0113,43.7755,360,25.0113,30.3453,40036,416.707,1789.19,20327,392.731,1501.06,685,1.27362,26.3897,18212,29.3399,689.911,40036,62.1749,1509.35,18212,29.3399,689.911,1418,33725,237729,0.141863,0.042046,2293,23.7835,0.806311,2293,23.7835,0.806311,9631,95.1594,18.9577,9631,95.1594,0.806311,714,7459,17,37,2.176471,-16,0.064426,1.354025,0,2.666667,5.962848,0.046207,0.259757,1651,1138945,155,1138945,71,5,26,23,17,67,399,5.95522,23,5,39,5.95522,32,7.48331,5.95522,31,8.30662,?,?,?,?,?,?,?,64
grounded-strips-caldera-split,2,1,0,544,1,26,6,2127,1,10138,2639,0,2639,9803,4538,539,1078,0,0,2097,27255,449,6,9389,64291,0.047822,6.84748,143.187,0.013363,446,18.02,33.0764,218,18.02,21.5521,10088,143.187,548.451,3491,126.998,329.698,446,1.29176,21.4268,3491,10.0512,171.056,10088,27.7461,486.998,3491,10.0512,171.056,898,8235,48541,0.16965,0.109047,331,9.17038,0.494422,331,9.17038,0.494422,1676,35.7316,15.6567,1676,35.7316,0.494422,378,1587,17,31,1.823529,-11,0.193122,1.643411,0,2.6,5.2,0.727787,0.951896,1000,911156,76,911156,46,4,34,22,17,76,475,6.25,25,8,43,6.25,37,8.24621,6.25,37,9.05539,?,?,?,?,?,?,?,53
grounded-strips-caldera,2,1,0,1206,1,75,4,15957,1,52753,12488,0,12488,36927,4752,1065,2139,114,228,5673,88704,966,4,31222,328307,0.03094,10.5152,339.862,0.004141,950,28.9089,68.7187,898,28.9089,52.9604,18187,339.862,1271.88,13074,269.272,933.702,950,1.36335,31.2871,13074,17.3271,426.447,18187,21.1843,586.322,13074,17.3271,426.447,1941,14791,118422,0.124901,0.131228,1540,7.56677,0.626753,1540,7.56677,0.626753,18798,51.2072,178.85,18798,51.2072,0.626753,341,12817,9,18,2,-5,0.322581,1.149418,0,1,1.414214,1.981602,0.557326,101,6303,78,6303,23,3,16,14,9,52,172,3.30769,20,5,27,3.30769,27,4.58258,3.30769,27,5.47723,?,?,?,?,?,?,?,22
organic-synthesis-split,3,34,69,1237,1,128,15,1252,1,6310,275532,457411,732943,1122414,418880,5343,10686,0,0,262386,1831118,5071,15,426242,1874815,0.011897,4.39848,369.713,0.002958,1138,83.2552,126.78,2394,83.2552,129.946,32304,369.713,846.155,22528,365.189,1253.57,894,0.302307,12.9078,22528,4.61566,316.343,32304,6.56281,453.625,22528,4.61566,316.343,10142,729880,2506658,0.291177,0.013895,4564,71.9661,4.7736,4564,71.9661,4.7736,17783,259.786,16.0969,17783,259.786,4.7736,?,?,?,?,?,?,?,?,?,?,?,?,?,?,365,18,365,174,3,3,32,21,18,6,0.333333,4,14,0,0.333333,3,0,0.333333,2,0,?,?,?,?,?,?,?,181
nurikabe,2,4,143,13,0,584,14,4,0,39,23482,4522,28004,559913,39245,1183,2531,16,197,20476,446716,1183,14,20056,1085068,0.058985,54.1019,917.217,0.011834,1178,16.9535,63.5888,253,16.9535,25.9041,206398,917.217,8237.31,80780,917.217,2699.8,0,0,0,2,0.023669,0.21628,0,0,0,2,0.023669,0.21628,2523,206459,1291527,0.159857,0.01222,20355,-9000,0.014525,20368,-9000,0.014525,141728,-9000,0.101674,141754,-9000,0.014525,4105,20476,20,128,6.4,-7,0,0.560581,0,0,0,8.291723,6.326676,489,?,?,?,?,?,?,?,?,145,420,2.89655,56,14,75,2.89655,56,5.09902,2.89655,15,3.16228,?,?,?,?,?,?,?,?
snake,2,1,82,9,0,348,54,3,0,32,93581,2688,96269,474541,173874,426,1058,3,212,92444,1070998,426,54,163014,2167360,0.002613,13.2955,5087.7,0.126761,425,382.662,22.2437,425,382.662,109.627,459864,5087.7,29837.3,332052,5087.7,21698.4,421,53.2512,139.767,1332,151.46,406.884,7880,878.399,2343.54,1332,151.46,406.884,1058,552308,2719668,0.203079,0.001916,47672,436.987,6.91211,47672,436.987,6.91211,255006,2095.83,32.2162,255006,2095.83,6.91211,770,92444,8,20,2.5,-15,0.007792,1.26386,-5,0,0.745356,6.496679,16.660713,809,24,24,24,22,5,10,8,8,73,35,0.479452,19,54,0,0.479452,5,1,0.479452,7,1.41421,?,?,?,?,?,?,?,22
data-network,5,5,189,10,4,807,19,5,1,61,12410,24872,37282,56994,1748,432,900,4,44,11056,68609,432,19,2752,46592,0.156977,16.9302,107.852,0.043982,56,6.37037,6.54732,274,6.37037,21.29,5390,107.852,305.002,11444,107.852,638.366,2,0.087963,0.410108,1,0.043982,0.205054,30,0.648148,3.32587,1,0.043982,0.205054,900,21224,66392,0.319677,0.042405,4197,14.4741,0.024001,4197,14.4741,0.024001,13678,30.7635,0.048001,13678,30.7635,0.024001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,145,38,145,100,19,38,48,6,87,153,1.75862,46,19,22,1.75862,26,3.16228,1.75862,12,2,20,0,432,0,0,0,1,99
termes,2,3,32,7,0,113,26,7,0,52,2867,10558,13425,16211,463,26,195,25,193,2314,13777,26,25,171,8178,0.152047,47.8246,314.538,0.961538,25,6.57692,5.22695,25,6.57692,5.22695,1790,314.538,325.963,2824,314.538,704.11,24,5.61538,3.87375,2678,205.923,495.552,894,245.692,146.926,2678,205.923,495.552,195,3202,11368,0.281668,0.060899,76,8.92055,1.79145,76,8.92055,1.79145,228,26.7432,5.37434,228,26.7432,1.79145,195,2314,11,134,12.181818,-115,0,11.663663,-1,4.84,22.506319,31.640018,67.863007,3108,2554,127,1130,140,15,91,55,11,117,423,3.61538,25,24,68,3.61538,82,7.68115,3.61538,10,2.82843,1,0,26,0,0,0,0,135
nurikabe,2,4,80,13,0,305,9,4,0,39,7087,2032,9119,101909,8190,396,879,11,109,5875,110966,396,9,6217,261923,0.063696,42.1301,661.422,0.022727,393,15.6995,38.5489,136,15.6995,18.598,51181,661.422,3521.76,22912,661.422,1359.35,0,0,0,2,0.045455,0.298065,0,0,0,2,0.045455,0.298065,875,51216,313139,0.163557,0.017085,5806,-9000,0.025063,5814,-9000,0.025063,37127,-9000,0.175437,37143,-9000,0.025063,1512,5875,16,71,4.4375,-7,0,0.633083,0,0,0,5.338449,4.302475,281,?,?,?,?,?,?,?,?,90,251,2.78889,36,9,45,2.78889,36,4.12311,2.78889,14,3.16228,?,?,?,?,?,?,?,?
settlers,3,19,170,50,1,809,6,28,1,446,6021,21744,27765,392116,63861,3218,6496,16,92,1530,266831,2883,6,75183,486417,0.038346,6.46977,168.719,0.002081,2332,24.8387,135.024,177,24.8387,19.2361,28127,168.719,1171.59,2112,164.261,277.332,230,0.274714,7.64801,6,0.007631,0.186086,424,0.510579,14.147,6,0.007631,0.186086,5826,104105,475033,0.219153,0.055963,250,17.9638,0.018618,250,17.9638,0.018618,1028,50.1226,0.037236,1028,50.1226,0.018618,?,?,?,?,?,?,?,?,?,?,?,?,?,?,289,24,289,77,8,27,45,12,62,150,2.41935,38,6,18,2.41935,21,4.12311,2.41935,14,3.74166,?,?,?,?,?,?,?,73
caldera,4,19,267,31,0,346,8,8,0,285,1519145,54697,1573842,14469899,0,835,1670,0,0,191962,5087670,580,8,112944,23083939,0.005135,204.384,39799.9,0.013793,578,173.205,143.098,351,173.205,94.305,973034,39799.9,73717,213750,35507.2,61609,411,5.54483,46.8911,26874,324.341,2826.4,15251,202.538,1713.05,26874,324.341,2826.4,1160,435762,7211409,0.060427,0.002662,5832,375.657,0.37306,5832,375.657,0.37306,82568,4472.64,0.766846,82568,4472.64,0.37306,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,374,4.15556,44,8,38,4.15556,44,8.66025,4.15556,22,5.83095,?,?,?,?,?,?,?,?
flashfill,5,9,30,180,1,39,1,462,1,3732,49555,19509,69064,560722,3801,3562,7152,72,165,45836,3424841,3560,1,31434,4751675,0.113253,151.164,1334.74,0.000281,3559,8.8014,97.1902,3286,8.8014,61.3595,546537,1334.74,17630,23394,125.876,829.972,0,0,0,70,0.019663,1.17304,0,0,0,70,0.019663,1.17304,7148,22741,124960,0.181986,0.314322,6592,3.17706,0.025133,6606,3.18493,0.025133,29676,14.2873,0.10891,29739,14.3227,0.025133,?,?,?,?,?,?,?,?,?,?,?,?,?,?,81,11,81,24,1,8,12,8,48,99,2.0625,33,1,14,2.0625,15,3.16228,2.0625,34,5.09902,?,?,?,?,?,?,?,21
nurikabe,2,4,171,13,0,700,19,4,0,39,34287,6129,40416,960528,54578,1715,3629,21,241,28329,601076,1715,19,29446,1442066,0.058242,48.9732,840.855,0.011079,1701,17.1697,74.1196,295,17.1697,28.391,275096,840.855,9076.67,111952,840.855,3058.01,0,0,0,2,0.022157,0.209342,0,0,0,2,0.022157,0.209342,3603,275173,1717239,0.160242,0.013094,28176,-9000,0.012067,28194,-9000,0.012067,197227,-9000,0.084466,197263,-9000,0.012067,6312,28329,23,145,6.304348,-8,0,0.425725,0,0,0,8.16062,4.204602,473,?,?,?,?,?,?,?,?,186,534,2.87097,71,19,96,2.87097,76,6.16441,2.87097,15,3.16228,?,?,?,?,?,?,?,?
spider,4,6,60,22,1,386,58,16,1,129,116930,97130,214060,704050,165319,1130,3542,107,2703,111973,1570534,1128,58,166095,4951584,0.006791,29.8118,4389.7,0.051418,1127,147.16,166.462,970,147.16,162.634,623289,4389.7,31744,450816,4389.19,20882.8,936,20.2952,119.919,27576,595.177,3382.69,27893,550.949,3442.86,27576,595.177,3382.69,3538,780773,7386749,0.105699,0.004531,27836,253.209,75.9166,27836,252.735,75.9135,155267,2117.04,486.812,155260,2113.72,75.9135,2482,113907,29,188,6.482759,-54,0.056406,2.310515,0,1.103448,0.356692,41.637375,93.484489,25861,39460,575,38204,192,58,256,82,29,568,11869,20.8961,296,4,268,20.8961,272,34.2783,20.8961,207,37.7757,?,?,?,?,?,?,?,194
settlers,3,19,198,50,1,786,10,28,1,446,3586,11828,15414,262527,22827,1805,3626,16,48,425,97107,1669,10,32364,168485,0.05157,5.20594,100.95,0.005992,1069,18.6189,86.7596,60,18.6189,8.9891,9911,100.95,548.381,555,98.7639,78.9011,288,0.967046,16.0044,6,0.018574,0.28168,540,1.9275,30.7912,6,0.018574,0.28168,3354,40519,184364,0.219777,0.082776,96,12.1115,0.024463,96,12.1115,0.024463,394,43.0606,0.048926,394,43.0606,0.024463,?,?,?,?,?,?,?,?,?,?,?,?,?,?,289,24,289,77,8,27,45,12,74,172,2.32432,46,10,18,2.32432,25,4.3589,2.32432,12,3.60555,?,?,?,?,?,?,?,73
flashfill,5,9,21,180,1,35,1,462,1,3732,22132,11452,33584,140915,2737,1644,3316,72,165,20356,438564,1642,1,15233,617881,0.107792,40.562,376.298,0.000609,1641,9.22046,65.8917,1466,9.22046,42.0945,106377,376.298,3780.89,10654,125.338,541.647,0,0,0,70,0.042631,1.72695,0,0,0,70,0.042631,1.72695,3312,12129,66776,0.181637,0.273065,2952,3.65672,0.036995,2966,3.67377,0.036995,13296,16.4481,0.160311,13359,16.5248,0.036995,?,?,?,?,?,?,?,?,?,?,?,?,?,?,81,11,81,24,1,8,12,8,39,77,1.97436,27,1,11,1.97436,12,2.44949,1.97436,28,4.58258,?,?,?,?,?,?,?,21
spider,4,6,56,22,1,354,54,16,1,129,106262,88354,194616,639646,149863,1038,3242,99,2463,101717,1426666,1036,54,153226,4497784,0.006761,29.3539,4341.49,0.052124,1035,147.807,162.072,890,147.807,158.953,566121,4341.49,30083.6,409344,4340.93,19788,860,20.0309,114.584,25176,589.822,3246.74,25729,544.878,3293.06,25176,589.822,3246.74,3238,704045,6649973,0.105872,0.004599,25228,250.683,73.9525,25228,250.208,73.949,141840,2096.46,479.794,141833,2093.14,73.949,2270,103491,25,166,6.64,-48,0.056388,2.170972,0,1.12963,0.432319,43.129841,91.293495,17678,25753,465,24750,165,54,226,74,25,504,9512,18.873,262,4,238,18.873,242,31.257,18.873,163,33.3167,?,?,?,?,?,?,?,167
agricola,3,19,86,33,2,270,2,22,1,258,59140,1666,60806,221309,63383,120,271,7,45,58457,653645,115,2,1579,1258961,0.072831,797.315,10947.5,0.017391,80,13.1739,14.8934,59,13.1739,11.552,213102,10947.5,31176.4,288834,8645.23,38160.7,80,0.808696,7.5145,126,1.2,11.7416,213102,1853.28,19785.3,126,1.2,11.7416,261,92482,556050,0.16632,0.002822,11803,238.777,1.07306,12008,237.679,1.07306,67345,1016.99,2.64505,68800,1013.69,1.07306,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1312,16,1325,39,2,43,32,32,87,752,8.64368,44,2,41,8.64368,38,10.7238,8.64368,43,11.3137,?,?,?,?,?,?,?,40
nurikabe,2,4,266,13,0,1107,30,4,0,39,85581,12086,97667,3074923,125490,3533,7382,32,380,73814,1526216,3533,30,67135,3699441,0.052625,55.1045,1047.11,0.008491,3514,19.0023,104.013,464,19.0023,39.6627,711753,1047.11,16279.7,293080,1047.11,5398.01,0,0,0,2,0.016983,0.183513,0,0,0,2,0.016983,0.183513,7346,711877,4411318,0.161375,0.010319,73567,-9000,0.00841,73596,-9000,0.00841,514964,-9000,0.058867,515022,-9000,0.00841,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,296,878,2.96622,112,30,154,2.96622,120,7.74597,2.96622,18,3.16228,?,?,?,?,?,?,?,?
grounded-strips-flashfill,2,1,0,2745,1,118,2,26562,1,71173,29123,0,29123,70715,14796,2708,5423,1079,2168,23856,178719,2708,2,47498,413683,0.057013,8.70948,152.763,0.000739,2443,17.5399,88.6759,2142,17.5399,70.7894,34000,152.763,1067.73,9984,152.763,601.664,2443,0.902142,46.9374,9984,3.70679,191.825,32686,12.0702,627.997,9984,3.70679,191.825,5423,35626,341093,0.104447,0.15222,2614,6.57509,0,2614,6.57509,0,14054,23.8686,0.086443,14054,23.8686,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,864,22,864,37,1,28,23,13,53,117,2.20755,37,1,15,2.20755,16,3,2.20755,39,5.65685,?,?,?,?,?,?,?,36
organic-synthesis-split,3,34,78,1237,1,120,26,1252,1,6310,264471,412277,676748,1047745,406014,5977,11954,0,0,251387,1759177,5176,20,411446,1797252,0.01258,4.36814,347.228,0.003864,1558,77.9801,121.764,1915,77.9801,107.905,17644,347.228,763.016,24257,341.634,1285.64,814,0.355294,12.0122,24257,4.97025,337.168,17644,3.7102,245.324,24257,4.97025,337.168,10352,692911,2381442,0.290963,0.01494,5199,66.935,0.027794,5199,66.935,0.027794,18849,192.153,3.91894,18849,192.153,0.027794,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1338,50,1338,183,11,14,50,25,72,188,2.61111,15,19,38,2.61111,18,2.64575,2.61111,29,5.65685,?,?,?,?,?,?,?,185
organic-synthesis-split,3,34,43,1237,1,80,69,1252,1,6310,86585,214386,300971,432618,125214,2494,4988,0,0,80164,562157,2425,69,143340,567128,0.016918,3.95652,233.867,0.028454,638,56.7909,69.5973,1200,56.7909,79.53,15997,233.867,500.924,9976,222.699,713.416,479,1.93278,15.4047,9976,5.50021,202.737,15997,9.93938,325.727,9976,5.50021,202.737,4750,210701,718601,0.29321,0.022544,1877,-9000,5.04419,1877,-9000,5.04419,6871,-9000,15.0412,6871,-9000,5.04419,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1012,36,1012,99,6,7,25,22,76,14,0.184211,8,68,0,0.184211,6,0,0.184211,3,0,50,50,2425,0,0,0,0,97
settlers,3,19,150,50,1,684,5,28,1,446,3688,11744,15432,173989,30888,1762,3552,16,60,822,129987,1576,5,36316,240214,0.043397,6.61455,152.42,0.003173,1115,21.856,90.48,97,21.856,13.0255,13728,152.42,786.853,1176,148.079,198.244,209,0.30203,7.5813,6,0.010787,0.22645,382,0.592005,14.2166,6,0.010787,0.22645,3180,47979,220007,0.218079,0.066279,160,15.1349,0.025174,160,15.1349,0.025174,614,45.6532,0.050347,614,45.6532,0.025174,?,?,?,?,?,?,?,?,?,?,?,?,?,?,289,24,289,77,8,27,45,12,44,74,1.68182,29,5,10,1.68182,13,2,1.68182,10,2.64575,?,?,?,?,?,?,?,73
grounded-strips-settlers,2,1,0,3567,1,1463,9,38854,1,116795,42421,0,42421,118258,59384,3518,7065,138,291,38854,284116,3431,9,107657,1408723,0.03187,13.0853,410.587,0.002623,474,31.0641,71.5922,636,31.0641,69.8095,19407,410.587,2282.22,20562,410.044,2423.37,474,0.159429,8.1087,20419,5.9592,348.546,1026,0.324978,17.525,20419,5.9592,348.546,6881,136336,1542797,0.088369,0.050471,595,19.7697,0.238941,591,19.7225,0.204807,1868,60.2802,1.0667,1860,60.1858,0.204807,?,?,?,?,?,?,?,?,?,?,?,?,?,?,289,24,289,77,8,27,45,12,68,141,2.07353,43,8,17,2.07353,22,3.60555,2.07353,12,3.31662,?,?,?,?,?,?,?,73
agricola,3,19,102,33,2,304,2,22,1,258,192504,2232,194736,718357,211589,164,383,9,73,191673,2128379,159,2,2870,4071117,0.055401,1418.51,25604.5,0.012579,106,17.4214,19.3151,89,17.4214,14.3445,694940,25604.5,84667.6,908980,20608.8,102091,106,0.823899,8.5976,300,2.03774,23.7804,694940,4371.04,54938.7,300,2.03774,23.7804,373,314900,1869808,0.168413,0.001185,43564,574.334,2.30508,44264,571.394,2.30508,236468,2349.06,6.51493,241368,2340.24,2.30508,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85032,18,94278,67,2,72,57,56,140,2298,16.4143,66,2,72,16.4143,70,20.664,16.4143,73,20.9762,?,?,?,?,?,?,?,67
termes,2,3,28,7,0,109,26,7,0,52,1151,4934,6085,7051,155,26,99,25,97,834,5001,26,25,171,2850,0.152047,16.6667,109.615,0.961538,25,6.57692,5.22695,25,6.57692,5.22695,606,109.615,109.53,1048,109.615,250.774,24,5.61538,3.87375,902,69.3077,166.904,302,86.3077,49.3861,902,69.3077,166.904,99,1130,3968,0.284778,0.087611,28,5.36026,0.660006,28,3.84744,0.660006,84,16.0623,1.98002,84,11.5238,0.660006,99,834,7,40,5.714286,-23,0,3.360495,-1,1.44,4.445942,12.63789,13.342925,283,134,63,113,44,15,30,24,7,56,94,1.67857,24,24,8,1.67857,22,3.87298,1.67857,6,2,1,0,26,0,0,0,0,38
agricola,3,19,112,33,2,444,1,22,1,258,502793,2873,505666,1886905,545922,160,422,12,126,501752,5649341,155,1,2723,10978540,0.056923,4031.78,70829.3,0.006452,105,16.9613,18.9906,84,16.9613,13.9999,1878920,70829.3,235769,2576040,56230.4,286319,23,0.148387,1.84144,22,0.141935,1.76137,50,0.322581,4.00312,22,0.141935,1.76137,412,764089,4683435,0.163147,0.000539,101841,1322.32,2905.83,103361,1320.41,2949.99,585376,5789.47,16444.3,596016,5783.76,2949.99,?,?,?,?,?,?,?,?,?,?,?,?,?,?,42476,8,47084,55,1,60,53,52,117,1844,15.7607,57,1,59,15.7607,59,18.6815,15.7607,67,19.6723,?,?,?,?,?,?,?,55
agricola,3,19,104,33,2,308,2,22,1,258,205522,2299,207821,767500,226546,171,398,9,74,204673,2255326,166,2,3122,4292530,0.053171,1374.93,25858.6,0.012048,110,18.1687,20.2046,94,18.1687,14.8192,739299,25858.6,87897.5,941493,20834,104878,110,0.825301,8.75226,315,2.05422,24.4457,739299,4453.97,57207.6,315,2.05422,24.4457,388,340217,2004920,0.169691,0.00114,48018,598.701,2.36938,48753,596.051,2.36938,258424,2419.03,6.71592,263569,2411.08,2.36938,?,?,?,?,?,?,?,?,?,?,?,?,?,?,172047,17,198701,72,2,76,61,60,147,2547,17.3265,69,2,76,17.3265,74,21.6564,17.3265,76,22.3383,?,?,?,?,?,?,?,73
termes,2,3,25,7,0,74,17,7,0,52,2264,7066,9330,11539,361,17,153,16,151,1742,10383,17,16,103,6170,0.165049,59.9029,362.941,0.941176,16,6.05882,3.5392,16,6.05882,3.5392,1358,362.941,276.637,2112,362.941,624.941,15,5.11765,2.82598,2030,238.706,450.457,678,283.059,140.185,2030,238.706,450.457,153,2414,8572,0.281615,0.06338,100,12.0123,2.85336,100,12.0123,2.85336,300,35.9926,8.56008,300,35.9926,2.85336,153,1742,9,39,4.333333,-32,0,3.676458,-1,1.75,7.83023,7.598738,17.044775,672,765,10,233,28,1,18,17,9,35,136,3.88571,5,14,16,3.88571,15,4.47214,3.88571,21,5.2915,1,0,17,0,0,0,0,33
